id,split,pdf_path,template,difficulty,pagesize,skill_mode,skill_years_stated,scanned,contact_in_header_only,pages,fallback
TRAIN00761,train,cvs_pdf/TRAIN00761.pdf,academic_dense,medium,A4,bars,False,False,False,1,
TRAIN00762,train,cvs_pdf/TRAIN00762.pdf,academic_dense,medium,A4,bars,False,False,False,2,
TRAIN00763,train,cvs_pdf/TRAIN00763.pdf,europass_style,hard,letter,levels,False,False,False,1,
TRAIN00764,train,cvs_pdf/TRAIN00764.pdf,classic_ats,easy,letter,levels,False,False,False,2,
TRAIN00765,train,cvs_pdf/TRAIN00765.pdf,academic_dense,medium,letter,levels,False,False,False,1,
TRAIN00766,train,cvs_pdf/TRAIN00766.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00767,train,cvs_pdf/TRAIN00767.pdf,modern_banner,easy,letter,plain,False,False,True,1,
TRAIN00768,train,cvs_pdf/TRAIN00768.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00769,train,cvs_pdf/TRAIN00769.pdf,two_column_balanced,hard,letter,table,False,False,False,1,
TRAIN00770,train,cvs_pdf/TRAIN00770.pdf,two_column_balanced,hard,letter,bars,False,False,False,1,
TRAIN00771,train,cvs_pdf/TRAIN00771.pdf,table_grid,hard,letter,plain,False,False,False,1,
TRAIN00772,train,cvs_pdf/TRAIN00772.pdf,table_grid,hard,letter,plain,False,False,False,1,
TRAIN00773,train,cvs_pdf/TRAIN00773.pdf,two_column_balanced,hard,letter,levels,False,False,False,1,
TRAIN00774,train,cvs_pdf/TRAIN00774.pdf,table_grid,hard,letter,categorised,False,False,False,1,
TRAIN00775,train,cvs_pdf/TRAIN00775.pdf,modern_banner,easy,A4,table,False,False,False,1,
TRAIN00776,train,cvs_pdf/TRAIN00776.pdf,two_column_balanced,hard,A4,bars,False,False,False,1,
TRAIN00777,train,cvs_pdf/TRAIN00777.pdf,compact_boxed,medium,A4,plain,False,False,False,1,
TRAIN00778,train,cvs_pdf/TRAIN00778.pdf,academic_dense,medium,A4,years,True,False,False,2,
TRAIN00779,train,cvs_pdf/TRAIN00779.pdf,minimal_centered,medium,letter,years,True,False,False,1,
TRAIN00780,train,cvs_pdf/TRAIN00780.pdf,minimal_centered,medium,letter,bullets,False,False,False,1,
TRAIN00781,train,cvs_pdf/TRAIN00781.pdf,compact_boxed,medium,letter,levels,False,False,False,2,
TRAIN00782,train,cvs_pdf/TRAIN00782.pdf,two_column_balanced,hard,A4,bars,False,False,False,1,
TRAIN00783,train,cvs_pdf/TRAIN00783.pdf,right_sidebar_light,hard,A4,bars,False,False,False,1,
TRAIN00784,train,cvs_pdf/TRAIN00784.pdf,europass_style,scanned,letter,bullets,False,True,False,1,
TRAIN00785,train,cvs_pdf/TRAIN00785.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00786,train,cvs_pdf/TRAIN00786.pdf,compact_boxed,medium,letter,categorised,False,False,False,2,
TRAIN00787,train,cvs_pdf/TRAIN00787.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00788,train,cvs_pdf/TRAIN00788.pdf,table_grid,hard,A4,years,True,False,False,1,
TRAIN00789,train,cvs_pdf/TRAIN00789.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00790,train,cvs_pdf/TRAIN00790.pdf,classic_ats,easy,A4,plain,False,False,True,2,
TRAIN00791,train,cvs_pdf/TRAIN00791.pdf,table_grid,hard,A4,bullets,False,False,False,1,
TRAIN00792,train,cvs_pdf/TRAIN00792.pdf,left_sidebar_dark,hard,letter,plain,False,False,False,1,
TRAIN00793,train,cvs_pdf/TRAIN00793.pdf,compact_boxed,medium,A4,levels,False,False,False,2,
TRAIN00794,train,cvs_pdf/TRAIN00794.pdf,two_column_balanced,hard,A4,bullets,False,False,False,1,
TRAIN00795,train,cvs_pdf/TRAIN00795.pdf,table_grid,hard,A4,plain,False,False,False,1,
TRAIN00796,train,cvs_pdf/TRAIN00796.pdf,europass_style,hard,A4,categorised,False,False,False,1,
TRAIN00797,train,cvs_pdf/TRAIN00797.pdf,table_grid,hard,letter,levels,False,False,False,1,
TRAIN00798,train,cvs_pdf/TRAIN00798.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00799,train,cvs_pdf/TRAIN00799.pdf,table_grid,scanned,letter,plain,False,True,False,1,
TRAIN00800,train,cvs_pdf/TRAIN00800.pdf,classic_ats,easy,A4,table,False,False,False,2,
